Title,Source,Time,Link,Keywords
Canada Inflation Holds Steady at 3.1% in November,Morningstar.ca,2023-12-19,https://news.google.com/articles/CBMiXmh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmNhL2NhL25ld3MvMjQ0MTE4L2NhbmFkYS1pbmZsYXRpb24taG9sZHMtc3RlYWR5LWF0LTMxLWluLW5vdmVtYmVyLmFzcHjSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate slows to 3.8%,CBC News,2023-10-17,https://news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tc2VwdGVtYmVyLTEuNjk5ODUwM9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42OTk4NTAz?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Economic progress report: Immigration, housing and the outlook for inflation",Bank of Canada,2023-12-07,https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzEyL2Vjb25vbWljLXByb2dyZXNzLXJlcG9ydC1pbW1pZ3JhdGlvbi1ob3VzaW5nLW91dGxvb2staW5mbGF0aW9uL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Getting inflation back to normal,Bank of Canada,2022-09-08,https://news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIyLzA5L2dldHRpbmctaW5mbGF0aW9uLWJhY2stdG8tbm9ybWFsL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate slows and bolsters bets on early rate cut,Reuters Canada,2024-02-20,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FtZXJpY2FzL2NhbmFkYXMtaW5mbGF0aW9uLXJhdGUtZHJvcHMtbW9yZS10aGFuLWV4cGVjdGVkLTI5LWphbnVhcnktMjAyNC0wMi0yMC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Research to Insights: Perspectives on growth, inflation and affordability",Statistique Canada,2023-11-16,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3MTUwLnN0YXRjYW4uZ2MuY2EvbjEvcHViLzExLTYzMS14LzExLTYzMS14MjAyMzAwNy1lbmcuaHRt0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate holds steady at 3.1%,CBC News,2023-12-19,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tbm92ZW1iZXItMS43MDYyOTI00gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcwNjI5MjQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Proof Point: Will a weak Canadian dollar fire up inflation?,RBC Thought Leadership -,2023-04-18,https://news.google.com/articles/CBMiXGh0dHBzOi8vdGhvdWdodGxlYWRlcnNoaXAucmJjLmNvbS9wcm9vZi1wb2ludC13aWxsLWEtd2Vhay1jYW5hZGlhbi1kb2xsYXItZmlyZS11cC1pbmZsYXRpb24v0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canadian Survey of Consumer Expectations—Third Quarter of 2023,Bank of Canada,2023-10-16,https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzEwL2NhbmFkaWFuLXN1cnZleS1vZi1jb25zdW1lci1leHBlY3RhdGlvbnMtdGhpcmQtcXVhcnRlci1vZi0yMDIzL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Monetary policy at work,Bank of Canada,2023-02-07,https://news.google.com/articles/CBMiPGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzAyL21vbmV0YXJ5LXBvbGljeS1hdC13b3JrL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Economic and Fiscal Overview | 2023 FES,budget.canada.ca,2023-11-21,https://news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmJ1ZGdldC5jYW5hZGEuY2EvZmVzLWVlYS8yMDIzL3JlcG9ydC1yYXBwb3J0L292ZXJ2aWV3LWFwZXJjdS1lbi5odG1s0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
U of T economist unpacks soaring inflation – and how Canadians can cope,University of Toronto,2022-08-03,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LnV0b3JvbnRvLmNhL25ld3MvdS10LWVjb25vbWlzdC11bnBhY2tzLXNvYXJpbmctaW5mbGF0aW9uLWFuZC1ob3ctY2FuYWRpYW5zLWNhbi1jb3Bl0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's February inflation slows unexpectedly, ramping up June rate cut bets",Reuters,2024-03-19,https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY2FuYWRhcy1pbmZsYXRpb24tcmF0ZS11bmV4cGVjdGVkbHktZWFzZXMtMjgtZmVicnVhcnktMjAyNC0wMy0xOS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada: Consumer price index update,CTV News,2024-02-20,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvdmVyeS1wbGVhc2FudC1zdXJwcmlzZS1jYW5hZGEtcy1pbmZsYXRpb24tcmF0ZS10dW1ibGVkLXRvLTItOS1wZXItY2VudC1pbi1qYW51YXJ5LTEuNjc2MDk0NtIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Communicating Inflation Uncertainty and Household Expectations,Bank of Canada,2023-12-29,https://news.google.com/articles/CBMiQGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzEyL3N0YWZmLXdvcmtpbmctcGFwZXItMjAyMy02My_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's annual inflation rate fell to 3.8 per cent in September,CP24,2023-10-17,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3Mvc2xvd2Rvd24taW4taW5mbGF0aW9uLXN1cHBvcnRzLWludGVyZXN0LXJhdGUtcGF1c2UtbmV4dC13ZWVrLWVjb25vbWlzdHMtc2F5LTEuNjYwNDQzNj9jYWNoZT15ZXPSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate now at 7.7% — its highest point since 1983,CBC News,2022-06-23,https://news.google.com/articles/CBMiQGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1yYXRlLWNhbmFkYS0xLjY0OTcxODnSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada annual inflation rate slows to 5.9% in January,Reuters,2023-02-21,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY2FuYWRhLWFubnVhbC1pbmZsYXRpb24tcmF0ZS1zbG93cy01OS1qYW51YXJ5LTIwMjMtMDItMjEv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Monetary Policy Report – April 2023,Bank of Canada,2023-04-12,https://news.google.com/articles/CBMiM2h0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA0L21wci0yMDIzLTA0LTEyL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation has ‘squeezed’ Canadian wallets dry. What happened?,Global News,2023-01-10,https://news.google.com/articles/CBMiQmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzkzOTcxNjUvaW5mbGF0aW9uLWNhbmFkYS1vdXQtb2YtcG9ja2V0L9IBRmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzkzOTcxNjUvaW5mbGF0aW9uLWNhbmFkYS1vdXQtb2YtcG9ja2V0L2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canadians’ Inflation Expectations,The Conference Board of Canada,2024-02-21,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmNvbmZlcmVuY2Vib2FyZC5jYS9mb2N1cy1hcmVhcy9jYW5hZGlhbi1lY29ub21pY3MvY2FuYWRpYW5zLWluZmxhdGlvbi1leHBlY3RhdGlvbnMv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Return to 2% inflation rate could be a bumpy one. Here’s why,Global News,2024-03-18,https://news.google.com/articles/CBMiRmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzY2OTUxL2NhbmFkYS1pbmZsYXRpb24tZmViLTIwMjQtcHJldmlldy_SAUpodHRwczovL2dsb2JhbG5ld3MuY2EvbmV3cy8xMDM2Njk1MS9jYW5hZGEtaW5mbGF0aW9uLWZlYi0yMDI0LXByZXZpZXcvYW1wLw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate increases to 4%,CBC News,2023-09-19,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1jcGktY2FuYWRhLWF1Z3VzdC0xLjY5NzExMzbSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjk3MTEzNg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate slowed to 5.9% in January, but food costs continue to rise",CBC News,2023-02-22,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tamFudWFyeS0xLjY3NTQ4MTjSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjc1NDgxOA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate falls below 3%,BNN Bloomberg,2024-02-20,https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS9lY29ub21pc3RzLWV4cGVjdC1pbmZsYXRpb24tZWFzZWQtaW4tamFudWFyeS1idXQtaG91c2luZy1zdGlsbC10aG9ybi1pbi1ib2Mtcy1zaWRlLTEuMjAzNjc0NdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate reaches four per cent in August: StatCan,CP24,2023-09-19,https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3MvY2FuYWRhLXMtaW5mbGF0aW9uLXJhdGUtcmVhY2hlcy1mb3VyLXBlci1jZW50LWluLWF1Z3VzdC1zdGF0Y2FuLTEuNjU2NzYzMj9jYWNoZT0lMkY3LjM2MjAxMdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Why Consumers Disagree About Future Inflation,Bank of Canada,2023-06-23,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA2L3N0YWZmLWRpc2N1c3Npb24tcGFwZXItMjAyMy0xMS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canadian inflation jumps, October rate hike bets rise",Reuters,2023-09-19,https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL3JldGFpbC1jb25zdW1lci9jYW5hZGEtaW5mbGF0aW9uLXJhdGUtanVtcHMtNDAtYXVnLWhpZ2hlci1nYXMtcHJpY2VzLTIwMjMtMDktMTkv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Monetary Policy Report Press Conference Opening Statement,Bank of Canada,2023-04-12,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA0L29wZW5pbmctc3RhdGVtZW50LTIwMjMtMDQtMTIv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate inches up again, to new 31-year high of 6.8%",CBC News,2022-05-18,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tYXByaWwtMS42NDU3NTIw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY0NTc1MjA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
The contribution of firm profits to the recent rise in inflation,Bank of Canada,2023-08-01,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA4L3N0YWZmLWFuYWx5dGljYWwtbm90ZS0yMDIzLTEyL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada falls to 7.6% in first slowdown since June 2021,CBC News,2022-08-16,https://news.google.com/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1yYXRlLWp1bHktMS42NTUyMjk40gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY1NTIyOTg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
VIEW Canada's annual inflation rate slows to 2.9% in January,Reuters Canada,2024-02-20,https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FtZXJpY2FzL3ZpZXctY2FuYWRhcy1hbm51YWwtaW5mbGF0aW9uLXJhdGUtc2xvd3MtMjktamFudWFyeS0yMDI0LTAyLTIwL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation Expectations Increase In Almost All Provinces: Canadians' Inflation Expectations—October 2023,The Conference Board of Canada,2023-10-25,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmNvbmZlcmVuY2Vib2FyZC5jYS9wcm9kdWN0L2luZmxhdGlvbi1leHBlY3RhdGlvbnNfb2N0MjAyMy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"VIEW Canada's inflation rises to 3.4% in Dec, dashing hopes of early rate cut",Reuters,2024-01-16,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdmlldy1jYW5hZGFzLWluZmxhdGlvbi1yaXNlcy0zNC1kZWMtbWVldGluZy1leHBlY3RhdGlvbnMtMjAyNC0wMS0xNi_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate cools to 4.3% in March,CBC News,2023-04-18,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1yYXRlLW1hcmNoLTEuNjgxMzg2M9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42ODEzODYz?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Monetary Policy Report – July 2023,Bank of Canada,2023-07-12,https://news.google.com/articles/CBMiM2h0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA3L21wci0yMDIzLTA3LTEyL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada up 3.4 per cent in December,CTV News,2024-01-16,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy5jdHZuZXdzLmNhL2J1c2luZXNzL2NhbmFkYS1zLWFubnVhbC1pbmZsYXRpb24tcmF0ZS1hY2NlbGVyYXRlcy10by0zLTQtcGVyLWNlbnQtaW4tZGVjZW1iZXItY29tcGxpY2F0aW5nLXBhdGgtZm9yLWJvYy0xLjY3Mjc1NjXSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation cools sharply to 3.1% amid lower gas prices,Global News,2023-11-21,https://news.google.com/articles/CBMiQmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMTA1MzM5L2NhbmFkYS1pbmZsYXRpb24tb2N0b2Jlci0yMDIzL9IBRmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMTA1MzM5L2NhbmFkYS1pbmZsYXRpb24tb2N0b2Jlci0yMDIzL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Lessons learned and looking ahead,Bank of Canada,2023-12-15,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzEyL2xlc3NvbnMtbGVhcm5lZC1hbmQtbG9va2luZy1haGVhZC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Why inflation’s latest jump is bad news for the Bank of Canada,Global News,2023-08-15,https://news.google.com/articles/CBMiTmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk4OTY4MzgvaW5mbGF0aW9uLXJhdGUtanVseS0yMDIzLXN0YXRpc3RpY3MtY2FuYWRhL9IBUmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk4OTY4MzgvaW5mbGF0aW9uLXJhdGUtanVseS0yMDIzLXN0YXRpc3RpY3MtY2FuYWRhL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canadian Survey of Consumer Expectations—Fourth Quarter of 2023,Bank of Canada,2024-01-30,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDI0LzAxL2NhbmFkaWFuLXN1cnZleS1vZi1jb25zdW1lci1leHBlY3RhdGlvbnMtZm91cnRoLXF1YXJ0ZXItb2YtMjAyMy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation falls to 27-month low but underlying pressures persist,Reuters Canada,2023-07-18,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FtZXJpY2FzL2NhbmFkYXMtaW5mbGF0aW9uLXJhdGUtZHJvcHMtMjctbW9udGgtbG93LWZvb2QtcHJpY2VzLXN0aWxsLWVsZXZhdGVkLTIwMjMtMDctMTgv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate unexpectedly holds steady, market trims rate cut bets",Reuters,2023-12-19,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvcmF0ZXMtYm9uZHMvY2FuYWRhcy1pbmZsYXRpb24tcmF0ZS11bmV4cGVjdGVkbHktaG9sZHMtMzEtbm92ZW1iZXItMjAyMy0xMi0xOS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Summary of Governing Council deliberations: Fixed announcement date of October 25, 2023",Bank of Canada,2023-11-08,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzExL3N1bW1hcnktZ292ZXJuaW5nLWNvdW5jaWwtZGVsaWJlcmF0aW9ucy1maXhlZC1hbm5vdW5jZW1lbnQtZGF0ZS1vY3RvYmVyLTI1LTIwMjMv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada inflation slows to 3.1%, keeping bank on hold",BNN Bloomberg,2023-11-21,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS9zdGF0aXN0aWNzLWNhbmFkYS10by1wdWJsaXNoLWxhdGVzdC1yZWFkaW5nLW9uLWluZmxhdGlvbi10b2RheS0xLjIwMDE1MDnSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation rate dropped to 3.4% in May. What that means for the Bank of Canada,Global News,2023-06-27,https://news.google.com/articles/CBMiS2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk3OTQxNjYvaW5mbGF0aW9uLWNhbmFkYS1tYXktMjAyMy1pbnRlcmVzdC1yYXRlL9IBT2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk3OTQxNjYvaW5mbGF0aW9uLWNhbmFkYS1tYXktMjAyMy1pbnRlcmVzdC1yYXRlL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate unexpectedly fell to 2.8% in February. Here's what happens next,The Globe and Mail,2024-03-19,https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYnVzaW5lc3MvYXJ0aWNsZS1jYW5hZGEtaW5mbGF0aW9uLXJhdGUtZmVicnVhcnktbGl2ZS11cGRhdGVzL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate tumbled to 2.9% in January, grocery prices rise more slowly",CityNews Toronto,2024-02-20,https://news.google.com/articles/CBMiT2h0dHBzOi8vdG9yb250by5jaXR5bmV3cy5jYS8yMDI0LzAyLzIwL2Jhbmstb2YtY2FuYWRhLWphbnVhcnktaW5mbGF0aW9uLXJlcG9ydC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation slows in September, likely heading off rate hike",Reuters,2023-10-17,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY2FuYWRhcy1pbmZsYXRpb24tZWFzZXMtc2VwdGVtYmVyLWxpa2VseS1oZWFkaW5nLW9mZi1yYXRlLWhpa2UtMjAyMy0xMC0xNy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate slowed more than expected in January,CP24,2023-02-21,https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3MvY2FuYWRhLXMtYW5udWFsLWluZmxhdGlvbi1yYXRlLXNsb3dlZC1pbi1qYW51YXJ5LXNlcnZpbmctZ29vZC1uZXdzLWZvci10aGUtYm9jLTEuNjI4MjI2OD9jYWNoZT0lM0Nh0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canadian inflation jumps in July, raising prospect of another rate hike",Reuters Canada,2023-08-15,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FtZXJpY2FzL2NhbmFkYXMtaW5mbGF0aW9uLXJhdGUtYWNjZWxlcmF0ZXMtanVseS1mb29kLXByaWNlcy1lYXNlLTIwMjMtMDgtMTUv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Gasoline prices help drive inflation up to 3.4%,CBC News,2024-01-16,https://news.google.com/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1kZWMtMjAyMy0xLjcwODQ5ODHSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzA4NDk4MQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Bank of Canada raises policy rate 25 basis points, continues quantitative tightening",Bank of Canada,2023-07-12,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA3L2ZhZC1wcmVzcy1yZWxlYXNlLTIwMjMtMDctMTIv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation is cooling. The cost of living crisis is not,CBC News,2023-10-19,https://news.google.com/articles/CBMiUWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2FybXN0cm9uZy1pbmZsYXRpb24tY3BpLWJhbmstb2YtY2FuYWRhLTEuNzAwMDQ2NNIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS43MDAwNDY0?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
When will Canada's high interest rates drop?,Canadian Union of Public Employees,2024-03-15,https://news.google.com/articles/CBMiOmh0dHBzOi8vY3VwZS5jYS93aGVuLXdpbGwtY2FuYWRhcy1oaWdoLWludGVyZXN0LXJhdGVzLWRyb3DSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation jumps ahead of Bank of Canada interest rate decision,Global News,2024-01-16,https://news.google.com/articles/CBMiY2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS92aWRlby8xMDIzMDI2Mi9pbmZsYXRpb24tanVtcHMtYWhlYWQtb2YtYmFuay1vZi1jYW5hZGEtaW50ZXJlc3QtcmF0ZS1kZWNpc2lvbtIBaGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS92aWRlby8xMDIzMDI2Mi9pbmZsYXRpb24tanVtcHMtYWhlYWQtb2YtYmFuay1vZi1jYW5hZGEtaW50ZXJlc3QtcmF0ZS1kZWNpc2lvbi9hbXAv?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Inflation rate slows more than expected, falling within the Bank of Canada's target range",Financial Post,2024-02-20,https://news.google.com/articles/CBMiVWh0dHBzOi8vZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L2NhbmFkYS1pbmZsYXRpb24tcmF0ZS1zbG93cy1tb3JlLXRoYW4tZXhwZWN0ZWTSAYMBaHR0cHM6Ly9maW5hbmNpYWxwb3N0LmNvbS9uZXdzL2Vjb25vbXkvY2FuYWRhLWluZmxhdGlvbi1yYXRlLXNsb3dzLW1vcmUtdGhhbi1leHBlY3RlZC93Y20vZjM0OTQ3N2ItZWI1YS00Mjc2LTgyMzEtMzllOTdiYTdkOTU3L2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation Rate Cools Again To 2.8% In February – Forbes Advisor Canada,Forbes,2024-03-07,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vYWR2aXNvci9jYS9iYW5raW5nL2luZmxhdGlvbi1yYXRlL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada inflation slows: What economists are saying,Financial Post,2024-02-20,https://news.google.com/articles/CBMiUWh0dHBzOi8vZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L2NhbmFkYS1pbmZsYXRpb24tc2xvd3Mtd2hhdC1lY29ub21pc3RzLXNhedIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"After February's inflation report, economists are firming up their rate cut bets - National | Globalnews.ca",Global News,2024-03-19,https://news.google.com/articles/CBMiQ2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzY5MjQ5L2NhbmFkYS1pbmZsYXRpb24tZmVicnVhcnktMjAyNC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's Food Price Report 2024 predicts Canadians will finally get relief from “sticker‑shock”,Dal News,2023-12-07,https://news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmRhbC5jYS9uZXdzLzIwMjMvMTIvMDcvY2FuYWRhLWZvb2QtcHJpY2UtcmVwb3J0LTIwMjQuaHRtbNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada: October rate slowed,CTV News,2023-11-21,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3Mvc3RhdGlzdGljcy1jYW5hZGEtc2F5cy1hbm51YWwtaW5mbGF0aW9uLXJhdGUtc2xvd2VkLXRvLTMtMS1pbi1vY3RvYmVyLTEuNjY1MzgwNdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
